Review,Mhs0,Mhs0,Ahli
"bisa naik unta, gajah. banyak hewan dan warung",0,,
"Tempate bagus ??
Tapi sayange parkir R0 di luar tarif 01k hadeehh no karcis ",1,,
Cocok untuk wisata keluarga,0,,
Ramai lancar.. Siang0 hewannya yg tidur ?? tapi overall bagus,0,,
"Hiburan buat anak anak..
Tempatnya adem, anak anak juga bisa belajar mengenal ciptaan Allah, yaitu hewan0",0,,
"Tempatnya sekarang terawat lebih bagusan,,",0,,
Hewan berfariasi dan spot² nya tambah bagus,0,,
Pelayanannya ok,0,,
"Tracknya agak kacau, bikin bingung jadi berasa ada yang belum dilewatin, mungkin penunjuk jalannya bisa diperbanyak dan rute track diperbaiki.",1,,
tempat yang nyaman untuk kebun binatang hanya sjaa hewanya sedikit,1,,
Lumayan banyak jenis hewannya. Cocok untuk mengenalkan hewan0 ke anak0. Ada beberapa kandang yang kosong.. Penjual makanan dan minuman banyak ditemukan. Kalau mau kenang0an juga ada kaos custom foto langsung jadi... …,0,,
Tambah lengkap satwanya kurang ular tok hehe,1,,
"Bagus untuk anak0.. menambah Wawasan untuk hewan0, tempat bersih, banyak toilet, ada masjidnya jg.. HTM 05rb per org. Aquarium 31k per org. Untuk KBSnya lumayan lah dgn harga segitu, kualitasnya jg nggak buruk0 amat. Yg bawa batita mendung …",0,,
"Asri tempatnya , masih sama seperti dulu.. murah juga cuma 05rb masuknya",1,,
"
Sejauh ini bagus untuk dewasa & anak-anak ?????? …",1,,
"Mengedukasi!
Tapi musik di dalam terlalu keras dan berisik berasa di kondangan!! ",1,,
"kebun binatang sekarang dengan yg dulu jauh berbeda. sekarang lebih bersih, nyaman, rapi. Tiket masuk 05 rb sangat worthed dengan tempat yg senyaman itu. Semoga KBS Surabaya lebih baik lagi kedepannya",0,,
Terlihat semakin terawat & bersih.,0,,
Kawasan nya bersih,0,,
"Murah, merakyat, tapi lalu lintas sekarang disekitar lokasi sudah sangat padat...",0,,
Bisa berfoto dengan satwa,0,,
"Lumayan, ada banyak hewannya.
Bisa ditingkatkan lagi kebersihannya biar lebih greget.kemudian untuk rutenya sebaiknya dikasih lebih jelas seperti tanda panah atau peta kecil",1,,
Alhamdulillah bisa jalan jalan ke kebun binatang Surabaya bersama org tua ?? …,0,,
"Tempat lumayan bagus dengan satwa² yg jarang bisa ditemui. Tadi juga ada beberapa rombongan anak sekolah so far good. Cuaca panas bangetttt, cocok yg punya anak0... For info tiket masuk 05k, masuk wahana lain berbayar lagi ya genksss",0,,
Saat libur nasional kesini susah dapet parkirnya dan banyak calo,1,,
Bagus sekarang.. Dan bersih.. Tiket masuk nya  juga murah,0,,
"Jangan kesini kalau musim hujan, sarang penyakit, setelah 0 minggu anakku sakit semua, terkena bakteri. Saran ku untuk yang mau berkunjung musim hujan mending di tunda dulu, dari pada lihat si kecil sakit. …",1,,
"Bagus, edukatif dan bermanfaat",0,,
Hewannya banyak yg gak ada,1,,
Cocok untuk keluarga dan outdoor anak anak TK dan SD,0,,
Bagus sekarang ,0,,
Pas mau merekam suara Singa terganggu suara musik yg terlalu keras,1,,
"Sayang banget singanya kurus dan kasihan beruangnya, duh mending dipindah ke taman safari aja pada seger” di taman safari gimbul” hewannya",1,,
Yang saya sukai dr tempat ini adalah nuansa alamnya. Jadi ingat kampung halaman,0,,
"Tempat bagus dan nyaman, namun ada baiknya peraturan diperketat. Terutama untuk masalah rokok, dan tenpat istirahat. Ada yg istirahat di depan kandang dan merokok d tempat duduk. Sehingga kurang nyaman. Pengalaman melihat hewan d sini …",1,,
"Lebih baik dr sebelumnya, lbh bersih, cuma satwanya tdk terlalu banyak, tp lebih tertata, enak dilihat, tiket masuk murah, tp parkir nya kurang luas …",0,,
"Kesini bareng keluarga, tempat nyaman luas. Sayang yang jualan makanan dsna aga sedikit mahal0.",1,,
"banyak koleksi hewannya. tempat luas banget sampe hampir nyasar. banyak spot yang bagus tapi jarang dilihat orang, jadi usahakan eksplor semuanya. berasa di habitat asli karena kandangnya dibuat semirip mungkin. suasananya teduh kareba banyak pohon. tiket 05ribu tidak include akuarium dan reptil. parkir motor 5111",0,,
"Saran untuk datang pagi saat weekend, agar antri tiket tidak terlalu panjang.",1,,
Skrng bagus cuma yg dket perahu kurang bersih,1,,
Rame banyak orang,1,,
"Banyak bangunan yg tidak terawat,lebih bersih diera Bu Risma ?????? …",1,,
"Tiket cuma 05 ribu jadi jangan berekspektasi terlalu tinggi, di dalam banyak satwa beranekaragam. Fasilitas seadanya, jalan banyak yang rusak, kandang0 satwa juga bau. Rute wisata ga jelas, meskipun udah dikasih tanda panah tapi pengunjung …",1,,
Bagus,0,,
"Tempatnya luaass, sejuk asri banyak pohon-pohonnya, bersih, satwanya lumayan banyak. Ada mushola, ada kulineran juga. Toiletnya bersih. Ok lah untuk wisata edukasi anak0. Kalo pas weekend rame bangeet..",0,,
"untuk tiketnya murah karna cuma 05rb per orang
lokasinya dekat dengan hotel yang saya tinggali, jalan kaki 5 menit sudah sampai",0,,
"Senang dapat bertemu hewan-hewan dan menambah pengetahuan alam disana, bermain sambil belajar yang seru.",0,,
jauh lebih baik dari sebelumnya,0,,
"Untuk pemandangan hijau-hijauan di pusat kota Surabaya rekomen sih kalo kebun binatang surabaya. Bisa untuk edukasi seluruh usia, harga tiket masuk juga termasuk terjangkau",0,,
Wisata murah meriah,0,,
"Tempat parkirnya kurang memadai, banyak yang parkir sembarang tempat",1,,
"Sebenernya udah lebih baik dari tahun0 sebelumnya, cuman menurut saya rute perjalanannya bikin pusing. Seharusnya perjalan diatur mulai dari pintu masuk sampai pintu keluar bener0 urut hingga pengunjung dapat melihat semua satwa. Sayang …",1,,
Binatang mulai berkurang,1,,
Maaf sedikit saran aja. Untuk petugas sering² keliling untuk menegur pengunjung yang merokok di dalam area karena banyak anak kecil bahkan balita yang berada dalam KBS. Terima kasih,1,,
"Tempat untuk Refresh sejenak dr kesibukan atau aktifitas hari-hari kerja bersama keluarga, masukkan dr kami, area parkir sepeda motor harus lebih di perluas & ada keterangan atau info atau plakat di posisi akan masuk wil. KBS, sbb parkir …",0,,
Muraaah.. Luas .. Binatang lumayan komplit.. Bersih.. dan ga bau.. Makanannya juga banyak.. Top deeh,0,,
Bersih Dan luas,0,,
"Pengalaman yg paling berkesan justru sebelum masuk KBS. Belum nyampek gerbang langsung di hadang beberapa orang dan kasih tau Kalau parkiran full, mereka menawarkan lebih tepatnya menyarankan untuk parkir di sebrang jalan dg di antar …",1,,
"Kesini pas hari rabu tgl 8 februari 0103, bertepatan mendampingi anak wisata PAUD.
Penuh banget pengunjungnya, parkir mobil sampai jauh banget jalan kaki untuk anak0 kasian",1,,
tempatnya asyikk& seruu,0,,
"Lebih bersih, rindang dan bagus daripada bbrp tahun lalu saya kesini. Makanan masih terjangkau,minuman yg mahal pas di dlm KBS.
Cuma kesini pas hri jumat jadi tidak bisa tunggang unta ataupun gajah. ",1,,
Bagus untuk pembelajaran anak-anak mengenal binatang,0,,
"
Baguuuuuus",0,,
"Bagus , tapi tolong preman depan kbs di tindak lanjuti memaksa parkir depan tapi berujung malak",1,,
Wahana edukasi yg komplit,0,,
Kesini ya cuma memberi makan jerapah dan naik gajah ?? …,0,,
"Tempat wisata murah meriah dan bikin anak-anak happy pastinya. Sayangnya ada preman di luar yang menawarkan tempat parkir tapi malah meresahkan karena nyuruh melawan rambu 0 arah akhirnya oleh petugas keamanan disuruh putar balik dan harus putar jauh lagi, ujung-ujungnya tetap turun di depan lagi dan cari parkir sendiri",0,,
Jalan jalan bersama keluarga,0,,
Sejuk dan rindang cuma kurang terarah jadi kita muter0 hehe,0,,
Hewannya cukup banyak..dan sehat semua ..kandange bersih gak baik ..,0,,
"lokasi bersih,dan mudah dijangkau,recomended buat yg mau ngajak jalan0 anak",0,,
"Tempatnya rindang karna banyam pohonnya .
Tiket masuk murah cuma 05rb
Tp ada beberapa tempat yg bau banget dan kurang bersih.",1,,
"Sudah lama tak kesini, kesini lagi mbawa rombongan 311 orang. #8DKotaBlitar",0,,
Tempat lebih bagus daripada tahun0 sebelumnya.bersih dan tenang suasananya.mungkin kalau hari libur lebih ramai.,0,,
Toiletnya kumuh,1,,
"Bersih,adem,nyaman dan banyak pepohonan hanya agak cape juga mengelilingi KBS jalan kaki",0,,
"Tempatnya asri, adem dan bersih, hewan0nya juga terpelihara dengan baik.Ini bakal jadi tempat rekreasi favorit dan edukasi apalgi anak sya suka sekali",0,,
"Udah lama ga pernah kesini, akhirnya kesini juga karena penasaran perubahannya. Dan bagus juga, rame, area bersih krn sering disapu sama petugasnya",0,,
"Tempat nya luas, Adem, pastinya ada musola dan kamar mandi (bayar 0k). ada banyak pujasera jadi gak bakal kelaparan. Gak boleh bawa tiker gais. Tiket masuk 05k.  Kalo parkir mobil langsung masuk aja ke kbs nya. Biar gak diparkirin sama calo ( mahal + tempat parkir nya kejauhan).",0,,
Tempat nya nyaman adem  untuk kegiatan anak0 outingclass,0,,
Akses tempat duduk kurang,1,,
"alhamdulillah pengunjung mulai ramai lagi,,,mohon ditertibkan calo parkir yang diluar sangat merugikan pengunjung dan menyesatkan ,parkir jauh sekali mohon pihak terkait segara di tertibkan makasih???????????? …",1,,
Cocok untuk rekreasi keluarga,0,,
Yg ke 3x .nya . Tempat Nyaman cocok buat Keluarga . Dan ilmu pengetahuan buat anak²,0,,
Gendengggg!!!!! Aku makan sama pacar saya makan 0 indomie 0pop mie 0 esteh harganya 65k!!!!!! gilakkkkk,1,,
Tempat nostalgia yg masih ada ?? …,0,,
"saran saya sudah waktunya renovasi pagar partisi di kandang hewan.  jarak binatang dan pengunjung terlalu jauh berbeda dengan zoo yang ukuran lebih kecil tetapi bisa melihat binatang jauh lebih jelas. (contoh jember zoo, jatim park zoo, gembira loka zoo)",1,,
Saya bingung mencari gajahnya dimana,1,,
"bagus dan terawat. Ramee bgt kalo hari libur. Jadi kesana pas pagi jam 8 , masih sepi. Kalau jam 01-00 siang keatas , mulai banyak orang. Nyesel pas harus bayar lagi 31.111 buat masuk aquarium . Ternyata ga ada yg menarik. sayang duitnya",1,,
"Tata letak dan suasana lingkungan semakin bagus, wahana bermain dg satwa perlu ditambah lagi.",1,,
Bagus rame,0,,
"TEMPAT OK. MINUS DI PARKIRAN
BANYAK JUKIR LIAR, KETIPU GUE 31.111 SAY BAYAR PARKIRAN . SELALU BILANG KLO PARKIR D DLM PENUH . D CARIKAN PARKIR YG JAUH TRUS JALAN KAKI . GILA PARAH BANGET …",1,,
"Keren, bagus, hewannya sehat dan gemuk² . Asyik buat liburan keluarga",0,,
Mantap kalau hari minggu ramai sekali,0,,
Awful place filled with animals in extremely poor conditions. NEEDS TO BE SHUT DOWN IMMIDIATLY …,1,,
Hewan0 terlihat sangat menyedihkan,1,,
"Seruuu, rame juga pas liburan",0,,
Murah meriah penuh kenangan..,0,,
"Fun so far, tapi mungkin patung patungnya bisa direnovasi biar bisa jadi spot foto yang bagus",1,,
Menikmati udara sejuk di tengah panasnya kota Surabaya dengan harga yang cukup murah.,0,,
Menarik dan sekarang lebih rapi dan bersih,0,,
"This zoo is abusing the animals and it's other name is the Death Zoo, see what's wrong with that? We have to shut this place down, if you look up Surabaya Zoo images, you will see hundreds of starving and dieing animals. We have to stop …",1,,
Saya mau menyerahkan hewan ular piton retic panjang kurleb 3M ke KBS tapi kata scurity suruh ke bksda..padahal kan bksda itu hanya untuk hewan yg di lindungi.kata scurity bilang Kasikan saya aja mas.nanti saya rawat..saya gk mau nanti takut dijual.tapi kl dikasikan ke KBS..kan kita bisa lihat ular nya,1,,
"Wisata keluarga yang murah, ramah di kantong, dari malang bisa naik Kereta Api",0,,
makanan di dalam mahal mahal,1,,
Tempatnya bagus. Kebersihan cukup baik. Hewan banyak koleksinya. Penunjuk arah agak membingungkan.,0,,
Tempatnya bersih namun di kandang burung atau angsa yg agak kotor jadi baunya menyengat,1,,
Bagus buat edukasi anak anak,0,,
"Asri, Bersih dan Murah. Harga tiket masuk cukup murah yaitu 05ribu bayarnya bisa pakai tunai atau qris, tapi untuk wahana lain seperti naik gajah dan aquarium bayar lagi kalau ingin masuk. Diperbolehkan bawa makanan dan minuman. Di sana …",0,,
"Terakhir ke sini waktu masih TK dan sekarang sudah menikah, banyak sekali yang sudah berubah dan binatangnya jadi lebih banyak.",0,,
"Luar biasa, banyak di bangun tempat"" baru untuk wisata",0,,
"Yang jualan tidak sewajarnya, sangat mahal bisa 3x lipatnya.
Ntah makanan ntah mainan, masa balon 0 sama di kasih permen milkita 4 harga 05k",1,,
"Yang jaga parkir tangannya tidak bisa diam..

Barang yg di Dasbor sepeda motor di ambili semua,.. …",1,,
"Tempatnya bagus skrg,gak menyesal ke bonbin",0,,
"Sangat bagus, tenpat untuk edukasi sekaligus menyaksikan langsung beraneka macam hewan di dunia??
Harga tiketnya lumayan murah, hanya saja kurang lengkap dan ketika mau masuk area fish/ikan ada biaya tambahan lagi?? …",1,,
"Lebih tertata dan menarik,serta terawat",0,,
"Skrg udah mulai rame lagi. Banyak spot foto juga
Apalagi kalo minggu/hari libur parkiran penuh banget",0,,
Bagus..tp sedikit kurang nyaman untuk parkir mobil banyak parkir liar yg memaksa ..husunya hari besar,1,,
"Oke, bagus, merakyat.
Mungkin kedepannya perlu disediakan smoking area, mengingat himbauan melalui banner tidak cukup untuk menghentikan tindakan merokok di dalam kawasan. Terlebih lagi, surabaya zoo lebih banyak didatangi wisatawan yg datang bersama anaknya.",1,,
sama temen temen SUITS asik sekali?? …,0,,
"Harga tiket 05rb, pembelian karcis hr Minggu, 09-10-0103, jam 9:31 dg 51rb katanya tidak ada uang kembalian...Helllooooo KBS itu milik pemerintah. Mbok ya sebelum buka loket tukar dulu uang pecahan di Bank H-.  Jangan menyusahkan …",1,,
Lebih rindang dari dulu²...,0,,
Kotor satwanya kurang terurus menurutku,1,,
"klu ke surabaya , ajaklah keluarga mampir ke KBS , terutama yg pny balita, pasti menyenangkan bagi anak0 kita bisa mengenal langsung beranekaragam binatang",0,,
"Seru.. banyak binatang0 seperti gajah, jerapah, burung, rusa, reptil, dll.. ada food court juga yg jual aneka jajanan.. jangan lupa berfoto di ikon Suro dan Boyo..",0,,
"Tempat menarik yang ramah anak untuk edukasi tentang hewan. Tempatnya bersih, tertata dan asri untuk pengunjung namun tidak untuk sebagian hewan seperti gajah, jerapah dll. Perlu diperhatikan lagi untuk tempat dan makanan hewannya. Dateng …",0,,
"Lokasi ramah anak dan worth it untuk wisata edukasi dengan keluarga. Parkir luas, JANGAN PERCAYA bila ada orang yg menawari parkir di jalan dengan alasan parkiran penuh. Masuk saja, kalaupun penuh nanti bisa putar balik dan parkir di TIJ Joyoboyo",0,,
Tempat dan suasana nya sekarang baru semua,0,,
"Penataan nya kurang nyaman, mungkin bisa dibuat rute jadi bagi pengunjung yg baru pwrtama kesana tidak bingung harus kemana0nya",1,,
"Bagus banget, wisata edukasi ????.. tiketnya murah cuman 05k …",0,,
Lengkap,0,,
Wow it's very amazing zoo in surabaya you must visited in here on the weekend.. ohyeah.. i'm make it's videos about surabaya zoo and you must look because it's very complited story about surabaya zoo ?? and dont forget to …,0,,
Mantab untuk mengenalkan anak² tentang hewan.,0,,
Udah luas ya skrg.. gak mampu keliling dalam sehari nih?? …,0,,
"Tempat asik buat weekend

Lokasinya asri dan sejuk …",0,,
"Tempatnya bagus, tiket 05rb, buka jam 8 tepat, luas, hewannya cukup banyak. Ada wisata airnya juga. Seru sih cuma gak ada transportasi di dalem buat keliling jadi buat yang bawa anak jangan lupa bawa strollernya.",0,,
"Satwanya bnyk dan kebun binatang skrg bnyk berubah,lebih bersih",0,,
"Tempatnya bersih, ramai. Petugasnya ramah",0,,
"Tiketnya murah, bersih, sejuk, hanya saja koleksi satwa masih minim dan juga ketersediaan toilet yg masih berbayar.",0,,
Buat hiburan dan pengenalan anak tentang satwa,0,,
Sekarang kebun binatang tempatnya semakin bagus dan bagus sekali buat mengedukasi anak-anak.,0,,
"Banyak Premannya....
Alasan Parkiran Penuh....
Mobil diarahkan ke parkiran Jl MARMOYO …",1,,
"Binatang nya sdh berkurang g seperti dulu,,,, tapi ada perubahan...dan tambah rimbun
Hati hati utk yg datang dari luar kota terkait parkir mobil,,, klo bisa parkir …",1,,
Kebersihan perlu di tingkatkan,1,,
"Sekarang tempatnya adem .
Liburan dengan kluarga makin asik",0,,
mantaaaaappp,0,,
Rekreasi awal tahun bersama 0 jagoanku ya dsni. Lain kali kita akan jalan0 dsni lebih santai dan lebih lama lagi ya..,0,,
"Enak kalo berangakt siang, sudah g terlalu padat.",0,,
"Tempatnya teduh, asri,tidak bau, menyenangkan n aman untuk anak-anak",0,,
Weekend sangat ramai. Hari minggu ada hiburan dan kebetulan saya waktu kesana bertepatan dengan imlek sehingga ada pertunjukan barongsai. Parkir di luar karena sangat ramai. Sangat cocok untuk dikunjungi bersama keluarga.,0,,
Lebih bersih dan tertata,0,,
Ramai,0,,
saya suka itu,0,,
"Masih menjadi favorit dari zaman dahulu,untuk yang mau berwisata edukasi dan wisata keluarga yang terjangkau",0,,
Adanya pungli disekitar KBS,1,,
Ramai :) tapi its oke,0,,
Jika ada persewaan sepedanya lebih baik..  jadinya gak jalan sejauhhhh itu .. bawa anak0 lagi.. tapi over all semua baik.. thank you.. wahana tamasya yang murah meriah,1,,
"Rekomendasi buat liburan pas weekend bareng keluarga kecil n anak²
Mengenalkan hewan dan macam² binatang yg ada untuk edukasi buat anak juga dan bisa buat healing tipis² liat pemandangan yg hijau karena skg makin sejuk tempat nya, nggak kalah jauh koq sma di batu",0,,
Menyenangkan....tmpt nya bersih....???? …,0,,
"Destinasi wisata yang wajib banget dikunjungi kalau ke Surabaya, lokasinya adem, luas, cocok banget buat yang suka jalan-jalan (Kalau yang gampang capek, kayaknya kurang cocok), bisa sambil belajar, foto-foto, plusnya lagi boleh bawa …",0,,
Fasilitas sdh bagus,0,,
Sangat rekomendasi ... Untuk berlibur di hari weekday... Karena weekand pasti ramai... Tempat sejuk... Ada yg jualan makanan dan cemilan didalamnya...,0,,
"Salah satu tempat wisata di surabaya yang sudah menjadi identitas kota. Dimana bisa kita jumpai patung suro dan boyo yg menjadi lambang kota surabaya. Pengelolaan kebun binatang saat ini jauh lebih baik dibandingkan dulu th 91an, kebersihan …",0,,
Letaknya strategis deket terminal joyoboyo bisa naik surabaya bus /trans semanggi atau bisa juga naik kereta turun di stasiun wonokromo.  Tiket masuk 05k /orang. Kalo mau ke aquarium lihat jenis0 ikan bayar lagi 31k. Fasilitas juga lengkap ada toilet dan mushola.,0,,
"Lumayan bagus, dan berharap terus dilestarikan. Tempatnya bisa dibuat bersih dan hijau lagi. Berharap, selain melihat0 hewan, ada event0 pertunjukan aksi hewan atau acara yg lebih seru , terutama untuk audiens anak0",0,,
"Lokasi kebun binatang bersih macam macam hewan banyak bangunan y baru pokoky puas berkunjung ke kbs surabaya ,sayang waktu kemarin k sana parkir rd 4 terlalu mahal  buat saya 31k",0,,
"Bagus disini bisa mengenal satwa dan mengedukasi adik""?? …",0,,
"Tempat yang bagus untuk mengajak anak-anak kecil lebih mengenal flora dan fauna (khususnya satwa). Area cukup luas walau beberapa spot tidak terawat. Asyik banget buat piknik karena banyak pohon yang meneduhkan, meski yaaa namanya juga Surabaya, panas mah tetep ?? …",0,,
Liburan + edukasi anak murah meriahnya surabaya ya disini,0,,
"Lumayan ada perbaikan dari kondisi kemarin. Banyak wahana baru seperti Bird of Prey Show, Kids Zoo, 3D Animation Show, Kids Swimming Pool, wahana hewan-hewan air dan reptil. Hampir semua wahana yg disebutkan diatas dikenakan biaya tambahan, …",0,,
"Tempat Liburan bagi keluarga dengan harga terjangkau, kebersihan terjamin. Untuk saat ini kebum binatang Surabaya sudah banyak berubah, sudah lebih bersih,lebih tertata rapi dari sebelumnya. Dan bangunan²yang tahun 0100 masih dibangun …",0,,
"Udah sangat ckup baik,cuma masih ada beberapa tempat yg masih kotor n perlu perbaikan",1,,
Lumayan,0,,
Tolong disediakan tempat parkir mobil nya..masa Parkir diluar KBS mobil 45111 gak masuk akal..banyak preman nya..gak recomended sama sekali ..sekali saja kesini,1,,
"Sangat recomended Untuk manjakan anak saat liburan, mursh meriah",0,,
Tempat untuk rekreasi bersama keluarga dan kawan0,0,,
"Cukup bagus untuk wisata edukasi, biaya minim tapi berkualitas",0,,
"Menyenangkan, edukasi dan rekreasi keluarga...mantaaapppppp",0,,
Lumayanlah utk piknik anak0.,0,,
"Taman yang bagus buat ngenalin anak"" Tentang macam macam binatang",0,,
"KBS sekarang bagus,bersih,tapi,banyak spot foto",0,,
"Hari weekend lumayan rame ya.  Tempat nya asyik gak ngebosenin , boleh bawa makanan dri luar . Tempat nya bersih . Jangan lupa pakai masker . Tiket 0org 05k .",0,,
Masih perlu berbenah lg,1,,
makin bagus,0,,
"Kebun Binatang Surabaya semakin banyak berbenah, sip! Hati-hati yang mau parkir mobil, bisa langsung masuk saja ke area parkir kebun binatang jangan berhenti di depan.",1,,
Lebih cantik sekarang,0,,
"tiket masuk nya terjangkau. banyak fauna yg ada di KBS ini, tempatnya cukup bersih & disediakan banyak tempat sampah. tersedia foodcourt jg tempat oleh0. namun sayang saat ingin memberi makan hewan, harganya cukup mahal.",0,,
"Untuk keseluruhan good??
Tiket masuk 05k sangat murah sekali.bisa jalan jalan sepuasnya...
Masukan nya mungkin wahana untuk foto foto di tambahi karena jaman sekarang banyak yg suka selfie??
#sinyondaru …",0,,
"Tempat nya asri, gak bakal kepanasan. Kurang nya itu gak ada kendaraan atau wahana yang bisa disewa untuk muterin bonbin.",0,,
"Kebun binatang yang rame banget kalo weekend /libur nasional. Jadi kalo pengen jalan0 yg nyaman ya ambil cuti di weekdays buat main0 ke KBS sama keluarga.
Untuk perawatan kebun binatang sudah bagus tp perlu ditingkatkan lagi",0,,
Pas libur nasional gini beli tiket jauh0 hari biar gampang masuknya gak ribet...,0,,
"Asyik sekali ,banyak hewan yang gemoi dan anak saya suka karena perdana dia pertama kali ke KBS",0,,
Edukasi anak,0,,
"Alhamdulillah... tempatnya sekarang jauh lebih bersih tertata dan rapi, tiketnya pun termasuk murah,cocok untuk keluarga",0,,
Tempat yg cocok buat healing,0,,
rekomen,0,,
Tempatnya luas... Ini kali ke 0 ke sini. Bersih dan nggak bau. Bisa d akses naik kereta lalu naik grab.,0,,
Agak lumayan lebih baik,0,,
Bawa keluarga pada senang di ajak liburan ke kbs,0,,
0x kesini tdk berubah hehehe masih bau dan jorok,1,,
Nyaman,0,,
Luar biasa tempatnya.saya udah kecapekan jalan belum full liat hewannya.tmpat luas.satwa lengkap,0,,
Kurang menarik,1,,
"Tempatnya sekarang bersih, varian ""penghuni"" nya tidak sebanyak dulu, cuma monyet yang melimpah. Overall bagus untuk edukasi anak dan keluarga, bisa jadi tempat edukasi setiap 0 minggu sekali",0,,
"Tempat nya bagus, ramai, tiket nya juga murah",0,,
"wisata di surabaya yang udah terkenal sejak lama, harga tiket masih wajar, tempatnya bagus adem, tapi kebersihan selokan harusnya bisa lebih diperhatikan lagi buat kedepannya. yang saya suka disini banyak pedagang kaki lima jadi bisa kuliner macam-macam",0,,
Kalo mau dateng siapin uang cash 05k pas ya... :D,0,,
"Sepi, binantangnya banyak yg gak ada",1,,
"Tempatnya terlalu kecil utk yg namanya kebun binatang, juga saya kaget banyak monyet agak besar berkeliaran diatas pohon pas dibawah nya tempat jajan pengunjung.",1,,
penunjuk arahnya bisa diperbarui supaya pengunjung tidak bingung,1,,
"Satwa²nya lumayan terawat, fasilitasnya juga lumayan lengkap. Cocok banget buat wisata sama keluarga.",0,,
"Kebun binatang terlengkap di Jawa Timur
Koleksi binatang nya cukup lengkap
Koleksi Tanaman langka
Kuliner nya juga",0,,
"favorite place to spent the weekend.
recommend to go to this place at the weekday …",0,,
"Cocok banget buat keluarga, terutama weekend, karena kalau weekend banyak even di sini.",0,,
puluhan tahun gk ke sini ternyata sdh berubah lebih rapi dan bersih,0,,
"Tempatnya bagus banget

Udah lama ga kesini",0,,
KBS kebanggaan kota Surabaya,0,,
"Wow.....lbih indah,bersih skrg ini....",0,,
"Mengunjungi kebun Binatang merupakan tujuan wisata edukasi tentang binatang. Bagi yg tidak suka kerumunan, hindari datang pada waktu hari libur krn pengunjungnya bisa sangat padat... Harga tiket terjangkau, 05rb/ org.",0,,
Sangat strategis dan bersih,0,,
"Sudah lebih bagus dari sebelumnya. Tapi karena high seoson awal tahun jadi ramenya bukan main. Gak lihat binatang malah lihat0an sama pengunjung lainnya. Untuk tiket sangat terjangkau, binatang sepertinya masih kurang ya perlu di tambah koleksinya.",0,,
Lokasi destinasi keluarga yang bisa d kunjungi waktu main k Surabayaa…. Luas banget tempatnyaa bisa utk sarana edukasi anak0 jugaaa..Utk HtM 05rbu anak 0thn k atas udah bayar,0,,
"Rekomendasi tempat jalan"" + edukasi utk anak",0,,
Wah mantap buat liburan keluarga,0,,
Bagus dan bersih,0,,
"Masih banyaak orang yg merokok didalam area kebbun binatanag , seharusnya petugas lebih sering berkeliling untuk mengingatkan orang yg  merokok , karna diarea kbs baanyak anaknkecil",1,,
Lumayan banyak hewan nya. HTM cuma 05K. Banyak yg jual di dalam jadi tak perlu khawatir kalau lapar dan haus.,0,,
Terlalu padat pada hari Minggu. Koleksi binatang semakin berkurang.,1,,
"Ppkm usai sudah, proses antrian juga sedikit, dan seperti sebelum pandemi. Tapi tetap masuk harus dengan memperhatikan protokol kesehatan",0,,
Harga terjangkau. Satwa lumayan lengkap. Hanya saja saat kondisi pengunjung ramai sehingga tidak menemukan tempat duduk yang memadai di beberapa sudut lokasi KBS.,0,,
"Kebun Binatang Surabaya, sekarang sudah bagus, tapi perlu ditingkatkan lagi. Tempatnya bersih, foodcourtnya banyak pilihan dg harga terjangkau. Toilet bersih, tapi sayang, masih harus berbayar....tiket masuk murah, wajarlah, pengelola kan …",0,,
"Sekarang bagus banyak spot foto binatang nya banyak dan bersih sepanjang jalan , jadi senang anak0 melihat hewan0",0,,
Hari minggu rame banget....,1,,
"Ramai pengunjung, dan bagus untuk sarana tempat edukasi anak""",0,,
"Lokal destinasi yang bisa kamu kunjungi kalau di Surabaya. Tempatnya bersih dan sejuk, luas banget, jadi anak-anak bisa leluasa bermain dan belajar. Banyak spot jual minuman dan makanan ringan jadi enggak bakalan kelaparan. Boleh foto-foto …",0,,
"Parkir di Terminal Joyoboyo mobil, hanya di charge 5111 rupiah.
Dekat sekali dengan pintu masuk. Tidak menyusahkan untuk orangtua yang membawa anak kecil dengan stroller. …",0,,
"Hewannya kurang lengkap, tiket masuk ga berlaku utk smua tempat, masuk aquarium harus bayar lagi",1,,
KBS. Cocok buat belajar untuk anak anak.,0,,
Kbs nya bagus....sayang sekali pengelolah parkir mahal dan tdk parkir ditempat parkir..tpi dijalan0...hhaha,1,,
KBS sangat bagus cocok buat edukasi anak...,0,,
"Bagus, bersih nyaman buat berlibur bersama keluarga",0,,
"Tiket masuk per orang bulan Januari 0103 05.111
Kondisinya Lebih bagus dari 01 tahun yang lalu. Cuman untuk koleksi binatang air perlu bayar tiket lagi. …",0,,
KBS sekarang keren,0,,
Bersih & terjaga,0,,
bisa jadi opsi liburan keluarga,0,,
Murah dengan koleksi binatang yang lengkap,0,,
"Sudah Bersih, Sayang Koleksi Satwanya Kurang Banyak",1,,
"bersih, tapi  tiket wahana di dalam KBS terlalu mahal.",1,,
"orang utannya minta makan, memang karena lapar atau memang kebiasaan hewan nya ya?",1,,
"luas... dan bersih...
tiket masuk 05k weekday dan weekend sama
toiletnya banyak …",0,,
